Service Code,Service Code Description,Is Current,2024/25 ICB Delegation Status,2025/26 ICB Delegation Status,2026/27 Delegation status,Grouping
NCBPS23G,ADULT ATAXIA TELANGIECTASIA SERVICES,1,RED,RED,RED,ACUTE
NCBPSG23,ADULT ATAXIA TELANGIECTASIA SERVICES,0,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ACUTE
NCBPS13X,ADULT CONGENITAL HEART DISEASE SERVICES (NON-SURGICAL),1,GREEN,GREEN,GREEN,ACUTE
NCBPS13Y,ADULT CONGENITAL HEART DISEASE SURGICAL SERVICES,1,GREEN,GREEN,GREEN,ACUTE
NCBPSACC,ADULT CRITICAL CARE,1,GREEN,GREEN,GREEN,ACUTE
NCBPSACN,ADULT CRITICAL CARE NETWORK,1,BLUE,BLUE,BLUE,ACUTE
NCBPSACT,ADULT CRITICAL CARE TRANSFER SERVICE,1,GREEN,GREEN,GREEN,ACUTE
NCBPS18J,ADULT HIGH CONSEQUENCE INFECTIOUS AIRBORNE DISEASE SERVICE,1,RED,RED,RED,ACUTE
NCBPS18L,ADULT HIGH CONSEQUENCE INFECTIOUS CONTACT DISEASE SERVICE,1,RED,RED,RED,ACUTE
NCBPS39A,ADULT OESOPHAGEAL GASTRIC SERVICES IN THE FORM OF GASTRO-ELECTRICAL STIMULATION FOR PATIENTS WITH INTRACTABLE GASTROPARESIS,1,RED,RED,RED,ACUTE
NCBPS29X,ADULT PECTUS SURGERY,1,RED,RED,RED,ACUTE
NCBPS29X_TOP,ADULT PECTUS SURGERY - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS29G,ADULT PRIMARY CILIARY DYSKINESIA MANAGEMENT SERVICE,1,RED,RED,RED,ACUTE
NCBPS13B,ADULT SPECIALIST CARDIAC SERVICES: CARDIAC ELECTROPHYSIOLOGY AND ABLATION,1,GREEN,GREEN,GREEN,ACUTE
NCBPS13E,ADULT SPECIALIST CARDIAC SERVICES: CARDIAC SURGERY (INPATIENT),1,GREEN,GREEN,GREEN,ACUTE
NCBPS13E_TOP,ADULT SPECIALIST CARDIAC SERVICES: CARDIAC SURGERY (INPATIENT) - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS13Z,ADULT SPECIALIST CARDIAC SERVICES: CARDIAC SURGERY (OUTPATIENT),1,GREEN,GREEN,GREEN,ACUTE
NCBPS13A,ADULT SPECIALIST CARDIAC SERVICES: COMPLEX DEVICE THERAPY,1,GREEN,GREEN,GREEN,ACUTE
NCBPS13C,ADULT SPECIALIST CARDIAC SERVICES: INHERITED CARDIAC CONDITIONS,1,GREEN,GREEN,GREEN,ACUTE
NCBPS13C_TOP,ADULT SPECIALIST CARDIAC SERVICES: INHERITED CARDIAC CONDITIONS - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS13K,ADULT SPECIALIST CARDIAC SERVICES: OTHER CARDIAC SERVICES,0,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ACUTE
NCBPS13F,ADULT SPECIALIST CARDIAC SERVICES: PPCI FOR ST- ELEVATION MYOCARDIAL INFARCTION,1,GREEN,GREEN,GREEN,ACUTE
NCBPS13F_TOP,ADULT SPECIALIST CARDIAC SERVICES: PPCI FOR ST- ELEVATION MYOCARDIAL INFARCTION - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS13T,ADULT SPECIALIST CARDIAC SERVICES: TRANSCATHETER AORTIC VALVE REPLACEMENT (TAVI),1,GREEN,GREEN,GREEN,ACUTE
NCBPS13T_TOP,ADULT SPECIALIST CARDIAC SERVICES: TRANSCATHETER AORTIC VALVE REPLACEMENT (TAVI) - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS22E,ADULT SPECIALIST EATING DISORDER SERVICES,1,AMBER,GREEN,GREEN,MENTAL HEALTH
NCBPS27Z,ADULT SPECIALIST ENDOCRINOLOGY SERVICES,1,GREEN,GREEN,GREEN,ACUTE
CCGPS08S_EXC,ADULT SPECIALIST NEUROSCIENCES SERVICES: CCG SERVICES,1,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE
NCBPS08T,ADULT SPECIALIST NEUROSCIENCES SERVICES: MECHANICAL THROMBECTOMY,1,GREEN,GREEN,GREEN,ACUTE
NCBPS08T_TOP,ADULT SPECIALIST NEUROSCIENCES SERVICES: MECHANICAL THROMBECTOMY - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS08O,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROLOGY,1,GREEN,GREEN,GREEN,ACUTE
NCBPS08O_TOP,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROLOGY - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS08P,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROPHYSIOLOGY,1,GREEN,GREEN,GREEN,ACUTE
NCBPS08R,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEURORADIOLOGY,1,GREEN,GREEN,GREEN,ACUTE
NCBPS08S,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROSURGERY,1,GREEN,GREEN,GREEN,ACUTE
NCBPS08E,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROSURGERY - LOW VOLUME PROCEDURES (NATIONAL),0,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ACUTE
NCBPS08G,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROSURGERY - LOW VOLUME PROCEDURES (NEUROSCIENCE CENTRES),0,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ACUTE
NCBPS08F,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROSURGERY - LOW VOLUME PROCEDURES (REGIONAL),0,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ACUTE
NCBPS08S_TOP,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROSURGERY - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS37Z,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,1,GREEN,GREEN,GREEN,ACUTE
NCBPS34R,ADULT SPECIALIST ORTHOPAEDIC SERVICES: ORTHOPAEDIC REVISIONS,1,GREEN,GREEN,GREEN,ACUTE
NCBPS34A,ADULT SPECIALIST ORTHOPAEDIC SERVICES: SPECIALIST ORTHOPAEDIC SURGERY,1,GREEN,GREEN,GREEN,ACUTE
NCBPS34A_TOP,ADULT SPECIALIST ORTHOPAEDIC SERVICES: SPECIALIST ORTHOPAEDIC SURGERY - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS31Z,ADULT SPECIALIST PAIN MANAGEMENT SERVICES,1,GREEN,GREEN,GREEN,ACUTE
NCBPS13G,ADULT SPECIALIST PULMONARY HYPERTENSION SERVICES,1,RED,RED,RED,ACUTE
NCBPS11C,ADULT SPECIALIST RENAL SERVICES: ACCESS FOR RENAL DIALYSIS,1,GREEN,GREEN,GREEN,ACUTE
NCBPS11B,ADULT SPECIALIST RENAL SERVICES: RENAL DIALYSIS,1,GREEN,GREEN,GREEN,ACUTE
NCBPS11T,ADULT SPECIALIST RENAL SERVICES: RENAL TRANSPLANTATION,1,AMBER,GREEN,GREEN,ACUTE
NCBPS29M,ADULT SPECIALIST RESPIRATORY SERVICES: INTERSTITIAL LUNG DISEASE,1,GREEN,GREEN,GREEN,ACUTE
NCBPS29E,ADULT SPECIALIST RESPIRATORY SERVICES: MANAGEMENT OF CENTRAL AIRWAY OBSTRUCTION,1,AMBER,GREEN,GREEN,ACUTE
NCBPS29E_TOP,ADULT SPECIALIST RESPIRATORY SERVICES: MANAGEMENT OF CENTRAL AIRWAY OBSTRUCTION - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS29A,ADULT SPECIALIST RESPIRATORY SERVICES: PULMONARY VASCULAR SERVICES,0,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ACUTE
NCBPS29S,ADULT SPECIALIST RESPIRATORY SERVICES: SEVERE ASTHMA,1,GREEN,GREEN,GREEN,ACUTE
NCBPS26Z,ADULT SPECIALIST RHEUMATOLOGY SERVICES,1,GREEN,GREEN,GREEN,ACUTE
NCBPS14A,ADULT SPECIALIST SERVICES FOR PEOPLE LIVING WITH HIV,1,GREEN,GREEN,GREEN,ACUTE
NCBPS30Z,ADULT SPECIALIST VASCULAR SERVICES,1,GREEN,GREEN,GREEN,ACUTE
NCBPS30Z_TOP,ADULT SPECIALIST VASCULAR SERVICES - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS29B,ADULT THORACIC SURGERY SERVICES: COMPLEX THORACIC SURGERY,1,GREEN,GREEN,GREEN,ACUTE
NCBPS29B_TOP,ADULT THORACIC SURGERY SERVICES: COMPLEX THORACIC SURGERY - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS29Z,ADULT THORACIC SURGERY SERVICES: OUTPATIENTS,1,GREEN,GREEN,GREEN,ACUTE
NCBPS02C,ADVANCED THERAPY MEDICINAL PRODUCTS (ATMPS),1,AMBER,RED,RED,ACUTE
NCBPS20A,ALKAPTONURIA SERVICE,1,RED,RED,RED,ACUTE
NCBPS29H,ALPHA 1 ANTITRYPSIN SERVICES,1,RED,RED,RED,ACUTE
NCBPSH23,ALSTRÖM SYNDROME SERVICE (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS37C,ARTIFICIAL EYE SERVICE,1,GREEN,GREEN,GREEN,ACUTE
NCBPS23J,ATAXIA TELANGIECTASIA SERVICE FOR CHILDREN,1,RED,RED,RED,ACUTE
NCBPSJ23,ATAXIA TELANGIECTASIA SERVICE FOR CHILDREN,0,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ACUTE
NCBPS11A,ATYPICAL HAEMOLYTIC URAEMIC SYNDROME SERVICES (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS32E,AUDITORY BRAINSTEM IMPLANTS FOR CHILDREN,1,RED,RED,RED,ACUTE
NCBPS16A,AUTOIMMUNE PAEDIATRIC GUT SYNDROMES SERVICE,1,RED,RED,RED,ACUTE
NCBPS12A,AUTOLOGOUS INTESTINAL RECONSTRUCTION SERVICE FOR ADULTS,1,RED,RED,RED,ACUTE
NCBPS20B,BARDET-BIEDL SYNDROME SERVICE (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS36A,BARTH SYNDROME SERVICE (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS36B,BECKWITH-WIEDEMANN SYNDROME WITH MACROGLOSSIA SERVICE (CHILDREN),1,RED,RED,RED,ACUTE
NCBPS16B,BEHÇET’S SYNDROME SERVICE (ADULTS AND ADOLESCENTS),1,RED,RED,RED,ACUTE
NCBPS19C,BILIARY TRACT CANCER SURGERY (ADULTS),1,GREEN,GREEN,GREEN,ACUTE
NCBPS19C_TOP,BILIARY TRACT CANCER SURGERY (ADULTS) - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPSD23,BLADDER EXSTROPHY SERVICE (CHILDREN),1,RED,RED,RED,ACUTE
NCBPS32B,BONE CONDUCTION HEARING IMPLANT SERVICE: BONE ANCHORED HEARING AIDS SERVICES (ADULTS AND CHILDREN),1,GREEN,GREEN,GREEN,ACUTE
NCBPS32D,BONE CONDUCTION HEARING IMPLANT SERVICE: MIDDLE EAR IMPLANTABLE HEARING AIDS SERVICE (ADULTS AND CHILDREN),1,GREEN,GREEN,GREEN,ACUTE
NCBPS51B,BRACHYTHERAPY (ADULTS),1,GREEN,GREEN,GREEN,ACUTE
NCBPS09N,BURNS NETWORK,1,BLUE,BLUE,BLUE,ACUTE
NCBPS13H,CARDIAC MAGNETIC RESONANCE IMAGING,1,GREEN,GREEN,GREEN,ACUTE
NCBPS13U,CARDIAC NETWORK,1,BLUE,BLUE,BLUE,ACUTE
NCBPS03C,CASTLEMAN DISEASE,1,AMBER,GREEN,GREEN,ACUTE
NCBPS01C,CHEMOTHERAPY SERVICES,1,GREEN,GREEN,GREEN,ACUTE
NCBPS22N,CHILDREN AND YOUNG PEOPLE'S GENDER PROVIDER COLLABORATIVE,1,BLUE,BLUE,BLUE,ACUTE
NCBPS51M,CHILDRENS AND TEENAGE YOUNG ADULTS CANCER NETWORK,1,BLUE,BLUE,BLUE,ACUTE
NCBPS73M,CHILDREN'S EPILEPSY SURGERY SERVICE,1,RED,RED,RED,ACUTE
NCBPS73M_TOP,CHILDREN'S EPILEPSY SURGERY SERVICE - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS01I,CHORIOCARCINOMA SERVICE (ADULTS AND ADOLESCENTS),1,RED,RED,RED,ACUTE
NCBPS29Q,CHRONIC PULMONARY ASPERGILLOSIS SERVICE (ADULTS),1,RED,RED,RED,ACUTE
NCBPS15Z,CLEFT LIP AND PALATE SERVICES (ADULTS AND CHILDREN),1,GREEN,GREEN,GREEN,ACUTE
NCBPS20Z,CLINICAL GENOMIC SERVICES (ADULTS AND CHILDREN),1,AMBER,RED,RED,ACUTE
NCBPS36F,CLN2 DISEASE,1,RED,RED,RED,ACUTE
NCBPS32A,COCHLEAR IMPLANTATION SERVICES (ADULTS AND CHILDREN),1,GREEN,GREEN,GREEN,ACUTE
NCBPSK23,COMPLEX CHILDHOOD OSTEOGENESIS IMPERFECTA SERVICE,1,RED,RED,RED,ACUTE
NCBPSM23,COMPLEX EHLERS DANLOS SYNDROME SERVICE (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS29V,COMPLEX HOME VENTILATION (ADULTS),1,AMBER,GREEN,GREEN,ACUTE
NCBPS08A,COMPLEX NEUROFIBROMATOSIS TYPE 1 SERVICE (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS34C,COMPLEX ORTHOPAEDICS: HUB AND MDT FUNDING,1,BLUE,BLUE,BLUE,ACUTE
NCBPS06Z,COMPLEX SPINAL SURGERY SERVICES (EXCLUDING NEUROSURGERY) (ADULTS AND CHILDREN),1,GREEN,GREEN,GREEN,ACUTE
NCBPS06Z_TOP,COMPLEX SPINAL SURGERY SERVICES (EXCLUDING NEUROSURGERY) (ADULTS AND CHILDREN) - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS08Z,COMPLEX SPINAL SURGERY SERVICES (NEUROSURGERY) (ADULTS AND CHILDREN),1,GREEN,GREEN,GREEN,ACUTE
NCBPS08Z_TOP,COMPLEX SPINAL SURGERY SERVICES (NEUROSURGERY) (ADULTS AND CHILDREN) - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS04N,COMPLEX TERMINATION NETWORK,1,BLUE,BLUE,BLUE,ACUTE
NCBPS04P,COMPLEX TERMINATION OF PREGNANCY,1,GREEN,GREEN,GREEN,ACUTE
NCBPSB23,COMPLEX TRACHEAL DISEASE SERVICE (CHILDREN),1,RED,RED,RED,ACUTE
NCBPS13W,CONGENITAL HEART DISEASE NETWORK,1,BLUE,BLUE,BLUE,ACUTE
NCBPSN23,CONGENITAL HYPERINSULINISM SERVICE (CHILDREN),1,RED,RED,RED,ACUTE
NCBPS15A,CRANIOFACIAL SERVICE (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS08K,CREUTZFELDT-JAKOB DISEASE,1,RED,RED,RED,ACUTE
NCBPS44D,"CRYOPRESERVATION: ADVICE, GUIDANCE AND CO-ORDINATION",1,RED,RED,RED,ACUTE
NCBPS44B,CRYOPRESERVATION: TISSUE CRYOPRESERVATION,1,RED,RED,RED,ACUTE
NCBPS44C,CRYOPRESERVATION: TISSUE RESTORATION,1,RED,RED,RED,ACUTE
NCBPS02A,CRYOPYRIN ASSOCIATED PERIODIC SYNDROME SERVICE (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS10Z,CYSTIC FIBROSIS SERVICES (ADULTS AND CHILDREN),1,AMBER,GREEN,GREEN,ACUTE
NCBPS36E,CYSTINOSIS,1,RED,RED,RED,ACUTE
NCBPS33E,CYTOREDUCTIVE SURGERY AND HYPERTHERMIC INTRAPERITONEAL CHEMOTHERAPY FOR COLORECTAL CANCER,1,RED,RED,RED,ACUTE
NCBPS02B,DIAGNOSTIC AND TREATMENT MANAGEMENT SERVICE FOR AMYLOIDOSIS (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS29D,DIAGNOSTIC SERVICE FOR PRIMARY CILIARY DYSKINESIA (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS08B,DIAGNOSTIC SERVICE FOR RARE NEUROMUSCULAR DISORDERS (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS34D,DIRECT SKELETAL FIXATION (ADULTS),1,RED,RED,RED,ACUTE
NCBPS33D,DISTAL SACRECTOMY FOR ADVANCED AND RECURRENT RECTAL CANCER,1,GREEN,GREEN,GREEN,ACUTE
NCBPS24D,DNA NUCLEOTIDE EXCISION REPAIR DISORDERS SERVICE,1,RED,RED,RED,ACUTE
NCBPS24B,DNA NUCLEOTIDE EXCISION REPAIR DISORDERS SERVICE (ADULTS AND CHILDREN),0,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ACUTE
NCBPS11D,ENCAPSULATING PERITONEAL SCLEROSIS TREATMENT SERVICE (ADULTS),1,RED,RED,RED,ACUTE
NCBPS24A,EPIDERMOLYSIS BULLOSA SERVICE (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS29F,EXTRA CORPOREAL MEMBRANE OXYGENATION SERVICE FOR ADULTS WITH RESPIRATORY FAILURE,1,RED,RED,RED,ACUTE
NCBPSR23,"EXTRA CORPOREAL MEMBRANE OXYGENATION SERVICE FOR NEONATES, INFANTS AND CHILDREN WITH RESPIRATORY FAILURE",1,RED,RED,RED,ACUTE
NCBPSECP,EXTRACORPOREAL PHOTOPHERESIS SERVICE,1,AMBER,GREEN,GREEN,ACUTE
NCBPS01D,EX-VIVO PARTIAL NEPHRECTOMY SERVICE (ADULTS),1,RED,RED,RED,ACUTE
NCBPS73F,FETAL EXPOSURE TO MEDICATIONS (FEM) SERVICE,1,RED,RED,RED,ACUTE
NCBPS04C,FETAL MEDICINE SERVICES (ADULTS AND ADOLESCENTS),1,GREEN,GREEN,GREEN,ACUTE
NCBPS22Z,GENDER DYSPHORIA (ADULT),0,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MENTAL HEALTH
NCBPS42C,GENDER DYSPHORIA SERVICES - CHEST SURGERY (TRANS MASCULINE) (ADULTS),1,AMBER,RED,RED,ACUTE
NCBPS42A,GENDER DYSPHORIA SERVICES - GENITAL SURGERY (TRANS FEMININE) (ADULTS),1,AMBER,RED,RED,ACUTE
NCBPS42B,GENDER DYSPHORIA SERVICES - GENITAL SURGERY (TRANS MASCULINE) (ADULTS),1,AMBER,RED,RED,ACUTE
NCBPS42D,GENDER DYSPHORIA SERVICES - NON-SURGICAL SERVICES (ADULTS),1,AMBER,RED,RED,ACUTE
NCBPS42E,GENDER DYSPHORIA SERVICES - OTHER SURGICAL SERVICES (ADULTS),1,AMBER,RED,RED,ACUTE
NCBPS22A,GENDER DYSPHORIA SERVICES (CHILDREN AND ADOLESCENTS),1,AMBER,RED,RED,ACUTE
NCBPS20G,GENOMIC LABORATORY TESTING SERVICES,1,AMBER,RED,RED,ACUTE
NCBPS02Z,HAEMATOPOIETIC STEM CELL TRANSPLANTATION SERVICES (ADULTS AND CHILDREN),1,AMBER,GREEN,GREEN,ACUTE
NCBPS38X,HAEMOGLOBINOPATHIES COORDINATING CENTRES (HCCS),1,BLUE,BLUE,BLUE,ACUTE
NCBPS03P,HAEMOPHILIA PSYCHOLOGICAL SUPPORT SERVICE,1,RED,RED,RED,ACUTE
NCBPS40A,HAND AND UPPER LIMB TRANSPLANTATION SERVICE (ADULTS),1,RED,RED,RED,ACUTE
NCBPS61M,HEAD AND NECK CANCER SURGERY (ADULTS),1,GREEN,GREEN,GREEN,ACUTE
NCBPS61M_TOP,HEAD AND NECK CANCER SURGERY (ADULTS) - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS13N,HEART AND LUNG TRANSPLANTATION SERVICE: HEART AND LUNG TRANSPLANTATION (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS13V,HEART AND LUNG TRANSPLANTATION SERVICE: VENTRICULAR ASSIST DEVICES (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS18N,HEPATITIS C NETWORK,1,BLUE,BLUE,BLUE,ACUTE
NCBPS18K,HIGH CONSEQUENCE INFECTIOUS AIRBORNE DISEASE SERVICE FOR CHILDREN,1,RED,RED,RED,ACUTE
NCBPS18M,HIGH CONSEQUENCE INFECTIOUS CONTACT DISEASE SERVICE FOR CHILDREN,1,RED,RED,RED,ACUTE
NCBPS04B,HIGHLY SPECIALIST ADULT GYNAECOLOGICAL SURGERY AND URINARY SURGERY SERVICES FOR FEMALES,0,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ACUTE
NCBPS18D,HUMAN T- CELL LYMPHOTROPIC VIRUS TYPE 1 AND 2,1,RED,RED,RED,ACUTE
NCBPS28Z,HYPERBARIC OXYGEN TREATMENT SERVICES (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS18P,INFECTIOUS DISEASE NETWORK,1,BLUE,BLUE,BLUE,ACUTE
NCBPS18U,INFECTIOUS DISEASES ISOLATION UNIT,1,RED,RED,RED,ACUTE
NCBPS43A,INHERITED WHITE MATTER DISORDERS DIAGNOSTIC AND MANAGEMENT SERVICE FOR ADULTS,1,RED,RED,RED,ACUTE
NCBPS43C,INHERITED WHITE MATTER DISORDERS DIAGNOSTIC AND MANAGEMENT SERVICE FOR CHILDREN,1,RED,RED,RED,ACUTE
NCBPS27A,INSULIN-RESISTANT DIABETES SERVICE (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS51A,INTERVENTIONAL ONCOLOGY (ADULTS),1,GREEN,GREEN,GREEN,ACUTE
NCBPS27B,ISLET TRANSPLANTATION SERVICE (ADULTS),1,RED,RED,RED,ACUTE
NCBPS34J,JOINT PRESERVATION SURGERY,1,RED,RED,RED,ACUTE
NCBPS04H,LATE TERMINATION OF PREGNANCY,0,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ACUTE
NCBPS37E,LIMBAL CELL TREATMENT (HOLOCLAR),1,RED,RED,RED,ACUTE
NCBPS19M,LIVER CANCER SURGERY (ADULTS),1,GREEN,GREEN,GREEN,ACUTE
NCBPS19M_TOP,LIVER CANCER SURGERY (ADULTS) - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS19T,LIVER TRANSPLANTATION SERVICE (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPSLDX,LIVING DONOR EXPENSES (TRANSPLANT SERVICES),1,BLUE,BLUE,BLUE,ACUTE
NCBPS29L,LUNG VOLUME REDUCTION,1,GREEN,GREEN,GREEN,ACUTE
NCBPS29C,LYMPHANGIOLEIOMYOMATOSIS SERVICE (ADULTS),1,RED,RED,RED,ACUTE
NCBPS36C,LYSOSOMAL STORAGE DISORDER SERVICE (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS34N,MAJOR TRAUMA NETWORK,1,BLUE,BLUE,BLUE,ACUTE
NCBPS34T,MAJOR TRAUMA SERVICES (ADULTS AND CHILDREN),1,GREEN,GREEN,GREEN,ACUTE
NCBPS04E,MATERNAL MEDICINE COMPLICATIONS OF PREGNANCY,0,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ACUTE
NCBPS26A,MCARDLE'S DISEASE SERVICE (ADULTS),1,RED,RED,RED,ACUTE
NCBPS20D,MITOCHONDRIAL DONATION SERVICE,1,RED,RED,RED,ACUTE
